,id,created_at,tweet,sum,true_value,polarity_api_output,is_same,concept_api_output,intensity_api_output,aspect_api_output,scores,compound,comp_score,scores_text_blob,comp_score_text_blob,score_flair,comp_score_flair
83,1347524458760843264,2021-01-08 18:14:01,"More encouraging #ChemVsCOVID news, with the approval of a third #vaccine in the UK. It's an mRNA vaccine, produced by <USER> - which works in a similar way to the <USER> / <USER> vaccine approved in December #CovidVaccine #COVID19 #vaccination",1.1,POSITIVE,POSITIVE,1,"['encouraging', 'approval', 'vaccine', 'vaccine', 'works', 'vaccine', 'approved', 'covid', 'vaccine']",0.769,"[('more', 'POSITIVE'), ('with', 'POSITIVE'), ('mrna', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.8622}",0.8622,POSITIVE,0.16666666666666666,POSITIVE,0.7872,POSITIVE
84,1374035646797516808,2021-03-22 22:00:01,Encouraged by the data released by AstraZeneca regarding their #COVID19 #vaccine. Hopeful that this will be yet another resource in the fight to end this pandemic.,1.2,POSITIVE,NEGATIVE,0,"['encouraged', 'released', 'regard', 'covid', 'vaccine', 'hopeful', 'resource', 'fight', 'end', 'pandemic']",-0.675,"[('datae', 'POSITIVE'), ('astrazeneca', 'POSITIVE')]","{'neg': 0.083, 'neu': 0.732, 'pos': 0.185, 'compound': 0.4939}",0.4939,POSITIVE,0.0,POSITIVE,0.9876,POSITIVE
85,1371898486896099334,2021-03-17 0:27:42,This was never a decision taken by #European countries on medical grounds; it was always a decision taken on political grounds and hang their poor populations suffering from a desperate shortage of #vaccine.,-1.7,NEGATIVE,POSITIVE,0,"['suffering from', 'decision', 'european', 'medical', 'ground', 'decision', 'political', 'ground', 'hang', 'population', 'desperate', 'vaccine']",0.769,"[('always', 'POSITIVE')]","{'neg': 0.288, 'neu': 0.712, 'pos': 0.0, 'compound': -0.8591}",-0.8591,NEGATIVE,-0.2,NEGATIVE,-0.9023,NEGATIVE
86,1363146542790623237,2021-02-20 20:50:36,"Grateful to <USER> and <USER> after receiving my 2nd Covid jab, helping to protect the patients on <USER> Great organisation by <USER> Sporting my merchandise for <USER> and <USER> #covid #vaccine #neonatalnurse #mannurse #sisterpaul #skint #taron.",1.4,POSITIVE,NEGATIVE,0,"['grateful', 'receiving', 'covid', 'helping', 'protect', 'great', 'organise', 'merchandise', 'covid', 'vaccine']",-0.66,"[('after', 'POSITIVE'), ('sporting', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.8979}",0.8979,POSITIVE,0.4,POSITIVE,0.9928,POSITIVE
87,1373031082564665345,2021-03-20 3:28:14,"Today I implanted a defibrillator into a man who'd had a recent cardiac arrest. The event had occurred at a healthcare facility where he was waiting in line for his #COVID19 #vaccine. His life was saved by attending for vaccination. Yours could be, too (but less dramatically).",0.9,POSITIVE,NEGATIVE,0,"['cardiac arrest', 'defibrillator', 'recent', 'occur', 'healthcare', 'covid', 'vaccine', 'saved', 'vaccine', 'dramatically']",-0.868,"('plan', 'NEGATIVE')","{'neg': 0.053, 'neu': 0.885, 'pos': 0.062, 'compound': 0.1027}",0.1027,POSITIVE,-0.06666666666666667,NEGATIVE,-0.5245,NEGATIVE
88,1365209864377614336,2021-02-26 13:29:30,"1/ ANTI-CHINESE RACISM &amp; VACCINE HESITANCY IN AFRICA No way Im taking that China vaccine, is a phrase Ive heard tons in #Zimbabwe from friends, family, &amp; HCWs, after 200,000 doses of the #Sinopharm #vaccine arrived from China last week. TLDR-this is racism. Get vaccinated.",-0.6,NEGATIVE,POSITIVE,0,"['racism', 'vaccine', 'hesitancy', 'vaccine', 'friends', 'family', 'dose', 'vaccine', 'last', 'racism', 'vaccine']",0.769,"[('tldr', 'NEGATIVE'), ('china', 'POSITIVE'), ('phrase', 'POSITIVE'), ('from', 'POSITIVE'), ('china', 'NEGATIVE'), ('after', 'NEGATIVE')]","{'neg': 0.246, 'neu': 0.698, 'pos': 0.055, 'compound': -0.8926}",-0.8926,NEGATIVE,0.0,POSITIVE,-1.0,NEGATIVE
89,1374930176807559174,2021-03-25 9:14:33,Round 1 in the books (actually in my arm). #Vaccine @ Hometown Pharmacy Corsicana,0.2,POSITIVE,POSITIVE,1,"['arm', 'vaccine', 'pharmacy']",0.491,No aspects found,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,-0.1,NEGATIVE,0.602,POSITIVE
90,1346934734933393408,2021-01-07 3:10:40,First dose of vaccine in! Well done <USER> for such an efficient first day of vaccinations. Delighted to get the vaccine and be better able to protect I care for and about. #HoldFirm #vaccine,2.0,POSITIVE,POSITIVE,1,"['first day', 'well done', 'dose', 'vaccine', 'efficient', 'vaccine', 'delighted', 'vaccine', 'better', 'protect', 'care', 'vaccine']",0.769,"[('such', 'POSITIVE'), ('first', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.945}",0.945,POSITIVE,0.3770833333333334,POSITIVE,0.9997,POSITIVE
91,1352261535612080128,2021-01-21 19:57:28,Why am I so low on the totem pole <USER> Highest risk self isolation/quarantine while not knowing how long I will live with a terminal dx has been lonely and harder on me than a moderately at risk senior citizen. When will Phase2 happen? #lcsm #lungcancer #vaccine #COVID19,-2.0,NEGATIVE,NEGATIVE,1,"['senior citizen', 'low', 'pole', 'highest', 'risk', 'isolation', 'quarantine', 'knowe', 'live', 'terminal', 'lonely', 'harder', 'moderate', 'risk', 'phase', 'vaccine', 'covid']",-0.821,"[('MELANCHOLY', 'NEGATIVE'), ('while', 'POSITIVE'), ('than', 'POSITIVE'), ('when', 'POSITIVE'), ('totem', 'NEGATIVE'), ('with', 'NEGATIVE')]","{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.9089}",-0.9089,NEGATIVE,-0.01893939393939394,NEGATIVE,-0.6456,NEGATIVE
92,1360262984585592832,2021-02-12 21:52:22,"On 11 February 503,116 1st doses<EMOJI:syringe> were administered across the UK <EMOJI:chart_increasing>12% day on day rate increase <EMOJI:chart_increasing>5% week on week rate decrease <EMOJI:chart_increasing>7-day average of 434,454 (up from 431,232) Daily rate above half a million doses for the third time since the start of the rollout<EMOJI:thumbs_up> #vaccine",0.4,POSITIVE,POSITIVE,1,"['dose', 'rate', 'increase', 'rate', 'decrease', 'average', 'rate', 'dose', 'time', 'rollout', 'vaccine']",0.769,"[('third', 'POSITIVE'), ('week', 'NEGATIVE'), ('mill', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.3182}",0.3182,POSITIVE,-0.06333333333333332,NEGATIVE,-0.9933,NEGATIVE
93,1351610886247604225,2021-01-20 0:52:01,".<USER> asked <USER> CEO if the state could buy #Vaccine doses directly from the drugmaker, saying that the #TrumpAdministration failed to release enough doses to his state.",-0.7,NEGATIVE,NEGATIVE,1,"['ask', 'buy', 'vaccine', 'dose', 'directly', 'saying', 'release', 'dose']",-0.74,"[('state', 'POSITIVE'), ('drugmaker', 'POSITIVE'), ('trumpadministration', 'POSITIVE')]","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE,-0.13333333333333333,NEGATIVE,-1.0,NEGATIVE
94,1347216035938754565,2021-01-07 21:48:27,Here we go again! Back to the vaccine site this morning ~ what lovely surroundings we have in Haywards Heath <EMOJI:sun>Perrymount Hall formerly known as Clair Hall ~ soon to be reverting back to Clair Hall... do keep up! <USER> <USER> <USER> #vaccine #Covid_19,1.7,POSITIVE,NEGATIVE,0,"['vaccine', 'lovely', 'formerly', 'vaccine', 'covid']",-0.821,"[('what', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.658}",0.658,POSITIVE,0.125,POSITIVE,0.9984,POSITIVE
95,1356690547705077764,2021-02-03 1:16:47,#UPDATE: Federal government to ship #Covid vaccines to retail pharmacies next week Great news! Still doesnt assure that those most at risk or in need for work will get the #vaccine right away it IS action we have needed and expected from government.,0.8,POSITIVE,POSITIVE,1,"['great news', 'update', 'federal', 'govern', 'covid', 'vaccine', 'pharmacy', 'assure', 'risk', 'work', 'vaccine', 'needed', 'expected', 'govern']",0.8109999999999999,"[('away', 'POSITIVE'), ('week', 'POSITIVE'), ('from', 'POSITIVE'), ('tail', 'NEGATIVE'), ('still', 'NEGATIVE')]","{'neg': 0.096, 'neu': 0.82, 'pos': 0.084, 'compound': 0.2448}",0.2448,POSITIVE,0.2976190476190476,POSITIVE,-0.786,NEGATIVE
96,1353187727240474627,2021-01-24 9:17:49,"India implements fastest rollout of #vaccination drive in world. One million #vaccine jabs in 6 days ! Nation came together- centre, #states &amp; #city bodies. Compliments to our #doctors, #nurses, support staff &amp; civil services who made it happen. #inspiration #health #virus",1.2,POSITIVE,NEGATIVE,0,"['support staff', 'implement', 'fastest', 'rollout', 'vaccine', 'drive', 'vaccine', 'nation', 'together', 'compliment', 'civil', 'inspiration', 'health', 'virus']",-0.304,"('service', 'NEGATIVE')","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.69}",0.69,POSITIVE,0.0,POSITIVE,0.9983,POSITIVE
97,1369364564513599502,2021-03-10 0:38:48,"Surprising, isn't it? BCG vaccination improves DTaP immune responses in mice and is associated with lower #pertussis incidence in ecological epidemiological studies <USER> <USER> <USER> #DTaP #BCG #vaccine",0.4,POSITIVE,POSITIVE,1,"['immune response', 'vaccine', 'improves', 'lower', 'incidence', 'ecological', 'epidemiological', 'studies', 'tap', 'vaccine']",0.769,"[('with', 'POSITIVE'), ('dNEG', 'NEGATIVE'), ('ertussis', 'NEGATIVE')]","{'neg': 0.066, 'neu': 0.721, 'pos': 0.213, 'compound': 0.5994}",0.5994,POSITIVE,0.55,POSITIVE,0.9987,POSITIVE
98,1350131539611410435,2021-01-15 22:53:37,Dad's had his first vaccine shot. I'm very happy and hugely grateful to the #NHS. This needs to be rolled out to everyone asap. Let's hope that this can happen quickly and safely. #COVID19 #Vaccine,2.0,POSITIVE,POSITIVE,1,"['vaccine', 'happy', 'hugely', 'grateful', 'rolled', 'hope', 'quickly', 'safely', 'covid', 'vaccine']",0.769,"[('first', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.9244}",0.9244,POSITIVE,0.4966666666666667,POSITIVE,0.9999,POSITIVE
99,1372859458251014144,2021-03-19 16:06:15,"So in terms of side effects of #CovidVaccine Ive got a slightly sore left arm and a big spot on my cheek. <EMOJI:flushed_face><EMOJI:syringe>Otherwise, I ran 7 miles and felt great. Even had a chat with a mosaic cyclist... #CoronavirusVaccine #vaccine #FridayThoughts #HappyFriday",1.5,POSITIVE,POSITIVE,1,"['g spot', 'effects', 'sore', 'arm', 'cheek', 'great', 'chat', 'cyclist', 'vaccine']",0.769,"[('side', 'POSITIVE'), ('covidPOS', 'POSITIVE'), ('felt', 'POSITIVE'), ('mosaic', 'POSITIVE'), ('left', 'NEGATIVE')]","{'neg': 0.055, 'neu': 0.844, 'pos': 0.102, 'compound': 0.4391}",0.4391,POSITIVE,0.15833333333333335,POSITIVE,-0.9999,NEGATIVE
100,1350467845109415936,2021-01-16 21:09:59,#COVID19 | The healthcare workers in the forward field #hospitals of the #Army in #ArunachalPradesh were vaccinated today: #IndianArmy #IndiaFightsCorona #vaccination #VaccineForIndia #vaccinationCovid #vaccine,1.0,POSITIVE,POSITIVE,1,"['covid', 'healthcare', 'army', 'vaccine', 'vaccine', 'vaccine']",0.769,"[('arunachalpradesh', 'POSITIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.0,POSITIVE,0.9272,POSITIVE
101,1361874269995556871,2021-02-17 8:35:03,"Happy New Year, we're back in print. Here's our front page for today! #Vietnam #COVID19 #Hanoi #SocialDistancing #vaccine #France #extremism",1.7,POSITIVE,NEGATIVE,0,"['happy', 'new', 'print', 'covid', 'vaccine', 'extremism']",-0.25,No aspects found,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6114}",0.6114,POSITIVE,0.31212121212121213,POSITIVE,0.9904,POSITIVE
102,1355451630720790531,2021-01-30 15:13:46,"Scotlands moan-a-lot is amongst other things, a rabid remoaner as displayed twice in last 48 hours. She would sell Scotlands soul for a parcel of dependency to the money laundering EU paymasters. #BrexitBritain #vaccine success has already shown its barnstorming ahead <EMOJI:thumbs_up><EMOJI:smiling_face_with_heart-eyes><EMOJI:oncoming_fist>",0.2,POSITIVE,POSITIVE,1,"['moan', 'rabid', 'moan', 'last', 'houre', 'sell', 'soul', 'parcel', 'money', 'laundering', 'vaccine', 'success']",0.8270000000000001,"('bar', 'POSITIVE')","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.5719}",0.5719,POSITIVE,0.05833333333333333,POSITIVE,-0.9983,NEGATIVE
103,1349694286124744704,2021-01-14 17:56:08,"The Tanaiste Leo Varadkar tells the #dail that the European Medicines Agency will approve AstraZeneca #vaccine on Jan 29th, which will make vaccination rate go from 50,000 to 100,000 a week <USER>",0.3,POSITIVE,POSITIVE,1,"['european', 'medicine', 'approve', 'vaccine', 'make', 'vaccine', 'rate']",0.7979999999999999,"[('agency', 'POSITIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.0,POSITIVE,-0.922,NEGATIVE
104,1375862528132136962,2021-03-27 22:59:23,Not many folk have the privilege of such spectacular views on the drive to get their #vaccine Deeply grateful <EMOJI:red_heart>,1.7,POSITIVE,POSITIVE,1,"['deeply grateful', 'folk', 'privilege', 'spectacular', 'view', 'drive', 'vaccine']",0.78,"[('such', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.6997}",0.6997,POSITIVE,0.0875,POSITIVE,0.9929,POSITIVE
105,1368530923927592962,2021-03-07 17:26:12,<EMOJI:syringe> Austrian authorities have suspended the administration of the #astrazeneca #vaccine due to two reported deaths.,-1.2,NEGATIVE,NEGATIVE,1,"['authority', 'suspended', 'administration', 'vaccine', 'report', 'death']",-0.494,"[('austrian', 'POSITIVE')]","{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE,-0.125,NEGATIVE,-1.0,NEGATIVE
106,1348939414286848000,2021-01-12 15:56:33,"A potential #vaccine against MS with excellent data in MICE. Still a way to go, but theres hope. From <USER> the makers of the #COVID19 vaccine.",1.2,POSITIVE,NEGATIVE,0,"['potential', 'vaccine', 'against', 'excellent', 'hope', 'make', 'covid', 'vaccine']",-0.795,"[('with', 'POSITIVE'), ('theres', 'POSITIVE'), ('from', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7351}",0.7351,POSITIVE,0.5,POSITIVE,0.9825,POSITIVE
107,1349755987029319683,2021-01-14 22:01:19,"We're thrilled to share this photo of our Managing Director, Dr. Mohamed Alarakhia, receiving his vaccination at the GRH #COVID19 vaccine clinic due to his work on the frontlines supporting COVID assessment and testing! #getthejab #vaccine #OntarioHealth #InThisTogetherWR",2.0,POSITIVE,NEGATIVE,0,"['work on', 'thrilled', 'share', 'direct', 'receiving', 'vaccine', 'covid', 'vaccine', 'clinic', 'supporting', 'covid', 'assessment', 'testing', 'vaccine']",-0.715,"[('managing', 'POSITIVE'), ('alarakhia', 'POSITIVE'), ('frontlines', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.807}",0.807,POSITIVE,0.2625,POSITIVE,0.9973,POSITIVE
108,1363183432071663616,2021-02-20 23:17:11,New studies show that one shot of a #vaccine can greatly amplify antibody levels in those who have recovered from the #coronavirus . <USER> in <USER>,1.6,POSITIVE,NEGATIVE,0,"['new', 'studies', 'show', 'vaccine', 'greatly', 'amplify', 'antibody', 'coronavirus']",-0.833,No aspects found,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.4681818181818182,POSITIVE,-0.7246,NEGATIVE
109,1366204893912993792,2021-03-01 7:23:24,"PM <USER> took his first shot of #COVID19 #vaccine at AIIMS, this morning. Sister P Niveda, from Puducherry, administered COVAXIN made by Bharat BioTech. India starts vaccinating its population above 60 and those with comorbidities above 45 from today.",1.2,POSITIVE,POSITIVE,1,"['covid', 'vaccine', 'sister', 'vaccine', 'population']",0.8140000000000001,"[('starts', 'POSITIVE'), ('with', 'POSITIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.08333333333333333,POSITIVE,-0.9935,NEGATIVE
110,1353586136367554562,2021-01-25 11:40:57,Did You Know? The world's largest #vaccination campaign ever was the drive against #polio launched by #India. #VaccinationDrive #poliomyelitis #vaccine #virus #children,1.2,POSITIVE,NEGATIVE,0,"['know', 'largest', 'vaccine', 'drive', 'against', 'vaccine', 'virus']",-0.304,"[('ever', 'POSITIVE'), ('world', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.128}",0.128,POSITIVE,0.0,POSITIVE,-0.9703,NEGATIVE
111,1374545982021455873,2021-03-24 7:47:54,This week <USER> made hospice staff eligible for the COVID-19 vaccine. I travel between <USER> sites for work &amp; have never been so thrilled to be considered a risk &amp; thus vaccinated today! So grateful. <EMOJI:folded_hands><EMOJI:light_skin_tone> So excited. #covid_19 #vaccine #itshappening,1.4,POSITIVE,POSITIVE,1,"['eligible', 'covid', 'vaccine', 'travel', 'work', 'thrilled', 'risk', 'vaccine', 'grateful', 'excite', 'covid', 'vaccine']",0.769,"[('staff', 'POSITIVE'), ('thus', 'POSITIVE'), ('considered', 'NEGATIVE')]","{'neg': 0.045, 'neu': 0.743, 'pos': 0.213, 'compound': 0.8368}",0.8368,POSITIVE,0.5625,POSITIVE,0.9975,POSITIVE
112,1371842073712820226,2021-03-16 20:43:32,"Very good <USER> #COVID19 #vaccine news: - Tracking the 1st 12.5 million U.S. vaccinees, 86% got their 2nd doses in proper time frames - only 3.4% missed dose 2 - ""among 14,205,768 persons who rec'ed a 2nd dose, 95.6% [did so] w/in the rec'ed interval""",1.6,POSITIVE,NEGATIVE,0,"['good', 'covid', 'vaccine', 'new', 'tracking', 'vaccine', 'dose', 'time', 'frame', 'missed', 'dose', 'dose', 'interval']",-0.9,"[('proper', 'POSITIVE'), ('SADNESS', 'NEGATIVE')]","{'neg': 0.051, 'neu': 0.876, 'pos': 0.074, 'compound': 0.2484}",0.2484,POSITIVE,0.182,POSITIVE,0.938,POSITIVE
113,1352399350190768129,2021-01-22 5:05:06,"Im struggling to get my head around this shot. Its life or death, freedom or lockdown, boom or bust, privilege or poverty... in a tiny glass jar. I doubt Ill film anything so important again. #vaccine #COVID",-0.7,NEGATIVE,NEGATIVE,1,"['life or death', 'struggling', 'head', 'freedom', 'boom', 'privilege', 'poverty', 'tiny', 'jar', 'doubt', 'important', 'vaccine', 'covid']",-0.821,"[('lockdown', 'POSITIVE'), ('bust', 'POSITIVE'), ('glass', 'POSITIVE'), ('anything', 'POSITIVE')]","{'neg': 0.245, 'neu': 0.571, 'pos': 0.185, 'compound': -0.4467}",-0.4467,NEGATIVE,-0.033333333333333326,NEGATIVE,-0.9679,NEGATIVE
114,1366637158258204673,2021-03-02 12:01:04,#Israel has administered more than 6.3 million #vaccine doses. Data shows that there have been 94% fewer symptomatic #COVID19 cases among those vaccinated. There has been a 92% drop in cases of serious illness. #VacciNation #VaccinationDrive Read more:<EMOJI:down_arrow>,0.8,POSITIVE,POSITIVE,1,"['serious illness', 'vaccine', 'dose', 'show', 'fewer', 'symptomatic', 'covid', 'vaccine', 'drop', 'vaccine']",0.769,"[('there', 'NEGATIVE'), ('among', 'POSITIVE'), ('datae', 'NEGATIVE'), ('there', 'NEGATIVE')]","{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.6249}",-0.6249,NEGATIVE,0.08333333333333334,POSITIVE,-0.9706,NEGATIVE
115,1374331360194801664,2021-03-23 17:35:04,"Thank you to Toronto health partners who continue to work together to administer all available #COVID19 #Vaccines across our city. To date, 388,464 vaccine doses have been administered in Toronto. Read today's #COVID19 #Vaccine update:",2.0,POSITIVE,POSITIVE,1,"['work together', 'thank', 'health', 'continue', 'administer', 'available', 'covid', 'vaccine', 'vaccine', 'dose', 'covid', 'vaccine', 'update']",0.784,"[('toronto', 'POSITIVE'), ('date', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.3612}",0.3612,POSITIVE,0.4,POSITIVE,-0.8336,NEGATIVE
116,1365306449757413387,2021-02-26 19:53:18,***Breaking News**Health Canada approves use of AstraZeneca vaccine | CBC News #cdnpoli #covid19 #vaccine,0.7,POSITIVE,POSITIVE,1,"['health', 'approve', 'vaccine', 'covid', 'vaccine']",0.769,"[('news', 'POSITIVE'), ('canada', 'POSITIVE'), ('astrazeneca', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.4019,POSITIVE,0.0,POSITIVE,0.9296,POSITIVE
117,1376140003219234817,2021-03-28 17:21:58,"Thank you <USER> for advocating for #vaccine priority for people with #disabilities, who are at much higher risk of death from COVID. H/t <USER>",1.4,POSITIVE,NEGATIVE,0,"['thank', 'advocating', 'vaccine', 'priority', 'higher', 'risk', 'death', 'covid']",-0.8909999999999999,"[('higher', 'NEGATIVE'), ('from', 'NEGATIVE')]","{'neg': 0.203, 'neu': 0.712, 'pos': 0.085, 'compound': -0.5423}",-0.5423,NEGATIVE,0.25,POSITIVE,-0.5181,NEGATIVE
118,1370196314403733512,2021-03-12 7:43:53,"Had to redo this Tweet to blot out a couple things, but super #grateful to get this today. Since it was in #Anaheim, I wore some #Angels gear! #CovidVaccine #vaccine",1.0,POSITIVE,POSITIVE,1,"['redo', 'blot', 'super', 'grateful', 'angel', 'gear', 'vaccine']",0.769,No aspects found,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7678}",0.7678,POSITIVE,0.41666666666666663,POSITIVE,0.9997,POSITIVE
119,1369365118509793291,2021-03-10 0:41:00,"On the one hand, great idea to get more folks to help w/ #COVID19 #vaccine rollout: the faster, the better. On the other hand, why not PAY ppl to do vital work in a #pandemic? Don't we recognize that this program disadvantages low-wage workers, the disabled, ppl w/o childcare...?",-0.7,NEGATIVE,NEGATIVE,1,"['great', 'idea', 'folk', 'help', 'covid', 'vaccine', 'rollout', 'faster', 'better', 'vital', 'work', 'recognize', 'disadvantage', 'wage', 'disabled', 'childcare']",-0.845,"[('hand', 'POSITIVE'), ('more', 'NEGATIVE'), ('program', 'NEGATIVE'), ('POSers', 'NEGATIVE')]","{'neg': 0.043, 'neu': 0.63, 'pos': 0.327, 'compound': 0.9521}",0.9521,POSITIVE,0.2625,POSITIVE,-1.0,NEGATIVE
120,1355510814862692355,2021-01-30 19:08:57,Today my retired/post-work parents start their first day at work together after 37 years of marriage - Dad as a vaccinator and Mum as a vaccine centre marshall. Just sad I'm not there to make them a packed lunch... <USER> #TeamParents #Proud #GoodNews #Vaccine,-0.3,NEGATIVE,POSITIVE,0,"['first day', 'work together', 'packed lunch', 'work', 'marriage', 'vaccine', 'mum', 'vaccine', 'sad', 'make', 'vaccine']",0.769,"[('retired', 'POSITIVE'), ('start', 'POSITIVE')]","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.4767}",-0.4767,NEGATIVE,0.18333333333333335,POSITIVE,0.9975,POSITIVE
121,1366453668355203081,2021-03-01 23:51:56,"Just got first shot of COVID-19 vaccine. Every person that gets it, I feel like one step closer to a return to some kind of normalcy. #crohns #ibd #vaccine",1.2,POSITIVE,POSITIVE,1,"['step closer', 'covid', 'vaccine', 'turn', 'normalcy', 'vaccine']",0.769,"[('like', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3612}",0.3612,POSITIVE,0.425,POSITIVE,0.9716,POSITIVE
122,1354134616643411968,2021-01-27 0:00:25,Dr <USER> introduces...her mum! Tasnim Anwar shares three reason why we should take the #COVID19 #vaccine. #TeamHalo,0.1,POSITIVE,POSITIVE,1,"['mum', 'shares', 'reason', 'take', 'covid', 'vaccine']",0.769,"[('anwar', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3595}",0.3595,POSITIVE,0.0,POSITIVE,0.9318,POSITIVE
123,1374343759912177665,2021-03-23 18:24:21,"#Vaccine #Ireland: So if you are upholding your Hippocratic Oath, then the Government will revoke your ability to practice medicine? <EMOJI:shamrock>Irish Doctor Suspended for Refusing to Vaccinate Patients With Experimental COVID Jab<EMOJI:high_voltage>",-0.6,NEGATIVE,NEGATIVE,1,"['vaccine', 'upholding', 'oath', 'govern', 'revoke', 'ability', 'medicine', 'suspended', 'vaccine', 'experiment', 'covid']",-0.8390000000000001,"[('hippocratic', 'POSITIVE'), ('then', 'POSITIVE'), ('with', 'POSITIVE'), ('practice', 'NEGATIVE'), ('doctor', 'NEGATIVE')]","{'neg': 0.156, 'neu': 0.782, 'pos': 0.062, 'compound': -0.5423}",-0.5423,NEGATIVE,0.1,POSITIVE,-0.9982,NEGATIVE
124,1353701668009906176,2021-01-25 19:20:02,"Moderna vaccine protects against British and South African #CovidVariants , company says The company has begun developing a new #vaccine against the South African variant as a precaution By <USER> <USER>",0.8,POSITIVE,NEGATIVE,0,"['vaccine', 'protects', 'against', 'new', 'vaccine', 'against', 'variant', 'precaution']",-0.51,"[('moderna', 'POSITIVE'), ('developing', 'POSITIVE'), ('african', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}",0.3182,POSITIVE,0.03409090909090909,POSITIVE,-0.5123,NEGATIVE
125,1366837954635730944,2021-03-03 1:18:57,I cant wait for the vaccine to be safe for kids. I need a little less worry in my life. #COVID19 #vaccine,-0.6,NEGATIVE,POSITIVE,0,"['wait for', 'vaccine', 'safe', 'kids', 'little', 'worry', 'covid', 'vaccine']",0.769,"[('need', 'POSITIVE')]","{'neg': 0.105, 'neu': 0.765, 'pos': 0.13, 'compound': 0.1459}",0.1459,POSITIVE,0.04861111111111111,POSITIVE,0.8716,POSITIVE
126,1370003750216032263,2021-03-11 18:58:42,<USER> Millions have been given this #vaccine in #India #Britain &amp; elsewhere. Not much adverse effects anywhere. What's up in these Scandinavian countries? #COVID19 #CovidVaccine #AstraZeneca,-0.5,NEGATIVE,NEGATIVE,1,"['adverse effect', 'vaccine', 'covid']",-0.821,No aspects found,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.2755}",0.2755,POSITIVE,-0.1,NEGATIVE,0.9857,POSITIVE
127,1362072646968631300,2021-02-17 21:43:19,<EMOJI:party_popper> 30% of the adult population (~53M) have now received at least one dose of a vaccine ! <EMOJI:party_popper> 50% of individuals in priority groups (~32M) have now received at least one dose of a vaccine ! Incredible efforts by all involved <EMOJI:hugging_face> #vaccine #vaccines,1.2,POSITIVE,POSITIVE,1,"['adult', 'population', 'dose', 'vaccine', 'individual', 'priority', 'dose', 'vaccine', 'incredible', 'involve', 'vaccine', 'vaccine']",0.769,No aspects found,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.0625,POSITIVE,0.9897,POSITIVE
