,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,polarity_api_output
9036,9623,26794,26794,37549,1354518207273578496,1354518207273578496,2021-01-28 01:24:41,2021-01-28,01:24:41,530,110692399,nafeezahmed,Dr Nafeez Ahmed,,Massively important panel event targeting at minority communities and women to raise awareness about the vaccine featuring top female experts. Please spread the word to help dispel myths and fake news #COVID19 #COVID19uk #vaccine,en,[],[],[],0.0,11.0,15.0,"['covid19', 'covid19uk', 'vaccine']",[],https://twitter.com/NafeezAhmed/status/1354518207273578496,False,https://twitter.com/SheSpeaksWeHear/status/1352316014739009536,0.0,,,,,,,,[],,,,,NEGATIVE
12397,13168,30339,30339,42164,1347240203585466371,1347235633719369728,2021-01-07 23:24:29,2021-01-07,23:24:29,530,1295583866917392384,tumelolebeloan1,Tumelo,,"<USER> If you tell a lie to people for a prolonged period, they will finally believe it. Now that the devil has captured your mind by feeding you with the Covid news daily for 10months, it's time to control you. #Vaccine",en,[],[],[],5.0,6.0,33.0,['vaccine'],[],https://twitter.com/TumeloLebeloan1/status/1347240203585466371,False,,0.0,,,,,,,,"[{'screen_name': 'eNCA', 'name': 'eNCA', 'id': '301309392'}]",,,,,NEGATIVE
10967,11657,28828,28828,40117,1350314337575944192,1350314337575944192,2021-01-16 11:00:00,2021-01-16,11:00:00,530,18929773,tcs,Tata Consultancy Services,,"Today, after living with uncertainty for quite long, we step into the light of hope. COVID-19 vaccination starts today and TCS joins you in wishing for a brighter, healthier future for us all. #Covid19 #Vaccine",en,[],[],[],5.0,21.0,198.0,"['covid19', 'vaccine']",[],https://twitter.com/TCS/status/1350314337575944192,False,,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1350313922172219394/pu/img/xYHTe9v8RGOqEfzQ.jpg,,,,,,,[],,,,,NEGATIVE
7687,8172,25343,25343,35705,1357386770959134721,1357386770959134721,2021-02-04 23:23:19,2021-02-04,23:23:19,530,114840227,glennawplg,Glenna Milberg,,"Charming &amp; gracious Judy Roldan is first in #Florida to get the #covid19 #vaccine in a new in-home program reaching out Holocaust survivors. You will love this woman - meet her, hear her story on the #OneAndOnly <USER>",en,"[{'screen_name': 'wplglocal10', 'name': 'wplg local 10 news', 'id': '18728203'}]",[],[],0.0,5.0,20.0,"['florida', 'covid19', 'vaccine', 'oneandonly']",[],https://twitter.com/GlennaWPLG/status/1357386770959134721,False,,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1357386709067984898/pu/img/SZ_LWKeSuLAPkjlz.jpg,,,,,,,[],,,,,NEGATIVE
13315,14151,31322,31322,43534,1345337441692098562,1345337441692098562,2021-01-02 17:23:35,2021-01-02,17:23:35,530,484273791,andrewcgrahame,Andrew Grahame 💙,,"Interesting to see #Hospitality which has been so hard hit by #Covid being so benevolent, offering venues as vaccination centres, staff retraining to administer the vaccine and food companies offering to distribute the vaccine! Whats your plan <USER> #vaccine <EMOJI:oncoming_fist><EMOJI:light_skin_tone>",en,"[{'screen_name': 'nadhimzahawi', 'name': 'nadhim zahawi', 'id': '121127090'}]",[],[],1.0,6.0,34.0,"['hospitality', 'covid', 'vaccine']",[],https://twitter.com/andrewcgrahame/status/1345337441692098562,False,,0.0,,,,,,,,[],,,,,NEGATIVE
10543,11209,28380,28380,39506,1351200040451235843,1351200040451235843,2021-01-18 21:39:28,2021-01-18,21:39:28,530,1114120940877750272,3sixtygsg,3SixtyGsG,,Tonight: <USER> hosts <USER> CEO <USER> on Power to Truth <USER> A panel discussion on #COVID19 impact and governments response. Time: 20:30-21:30 #3sixtyImbizo #vaccine #Covid19InSA,en,"[{'screen_name': 'jjtabane', 'name': 'dr.onkgopotse jj tabane', 'id': '278234630'}, {'screen_name': '3sixtygsg', 'name': '3sixtygsg', 'id': '1114120940877750272'}, {'screen_name': 'khandanim', 'name': 'khandani msibi', 'id': '616065012'}, {'screen_name': 'enca', 'name': 'enca', 'id': '301309392'}]",[],['https://pbs.twimg.com/media/EsBtRTvXEAEC27N.jpg'],2.0,25.0,66.0,"['covid19', '3sixtyimbizo', 'vaccine', 'covid19insa']",[],https://twitter.com/3SixtyGsG/status/1351200040451235843,False,,1.0,https://pbs.twimg.com/media/EsBtRTvXEAEC27N.jpg,,,,,,,[],,,,,NEGATIVE
228,246,17417,17417,25404,1376565753093177346,1376565753093177346,2021-03-29 21:33:45,2021-03-29,21:33:45,530,1047016693862678528,mulvanypeopleb1,Bernard Mulvany PBP DBN👩🏼‍🦽🛗,,Patients In HIGH-RISK categories who were IN THE HOSPITAL were overlooked in favour of his childrens school staff. The #beaconhospital CEO has thrown public confidence in the #vaccine #rollout out the window. How many more #elites have jumped the queue? <USER> <USER>,en,"[{'screen_name': 'pb4p', 'name': 'people before profit', 'id': '237487471'}, {'screen_name': 'rebeltvireland', 'name': 'rebel telly', 'id': '846751618796322816'}]",[],['https://pbs.twimg.com/media/ExqLQKcWUAAy5GH.jpg'],1.0,10.0,30.0,"['beaconhospital', 'vaccine', 'rollout', 'elites']",[],https://twitter.com/mulvanypeopleb1/status/1376565753093177346,False,,1.0,https://pbs.twimg.com/media/ExqLQKcWUAAy5GH.jpg,,,,,,,[],,,,,NEGATIVE
4107,4342,21513,21513,30767,1366793018477535232,1366793018477535232,2021-03-02 22:20:24,2021-03-02,22:20:24,530,1346791527918555136,vaccinestatusuk,UK COVID-19 Vaccine Tracker,,"Targets scorecards <EMOJI:direct_hit> on 2 March <EMOJI:white_heavy_check_mark>32M by 15 Apr (15 days early on 31/03) <EMOJI:white_heavy_check_mark>53M by 31 Jul (19 days early on 12/07) Those predictions are for 1st doses, and take into account the current combined 7-day average as well as the growing second doses debt. #vaccine #COVIDVaccine",en,[],[],['https://pbs.twimg.com/media/EvfS3zvXAAECY6i.jpg'],0.0,11.0,31.0,"['vaccine', 'covidvaccine']",[],https://twitter.com/VaccineStatusUK/status/1366793018477535232,False,,1.0,https://pbs.twimg.com/media/EvfS3zvXAAECY6i.jpg,,,,,,,[],,,,,NEGATIVE
8906,9489,26660,26660,37383,1354826191736197120,1354826191736197120,2021-01-28 21:48:30,2021-01-28,21:48:30,530,41610517,caspianturner,Caspian Turner,,"As an immunosuppressed human, this morning I got my first dose of covid vaccination. My only side effect so far has been overwhelming gratefulness for the NHS. #vaccine",en,[],[],[],2.0,0.0,31.0,['vaccine'],[],https://twitter.com/caspianturner/status/1354826191736197120,False,,0.0,,,,,,,,[],,,,,NEGATIVE
12439,13213,30384,30384,42215,1347177482139676686,1347177482139676686,2021-01-07 19:15:15,2021-01-07,19:15:15,530,3218464527,pahealthdept,PA Department of Health,,"Your best protection from #COVID19 is a combination of getting a COVID-19 #vaccine (when available to you), wearing a mask, staying at least 6 feet away from others, avoiding crowds + washing your hands often. Learn more about COVID-19 vaccine benefits:",en,[],['http://bit.ly/3rceYom'],['https://pbs.twimg.com/media/ErIhg5oXYAIPt0C.jpg'],11.0,19.0,45.0,"['covid19', 'vaccine']",[],https://twitter.com/PAHealthDept/status/1347177482139676686,False,,1.0,https://pbs.twimg.com/media/ErIhg5oXYAIPt0C.jpg,,,,,,,[],,,,,NEGATIVE
9466,10079,27250,27250,38080,1353692239877255170,1353692239877255170,2021-01-25 18:42:35,2021-01-25,18:42:35,530,198453391,migrantsorg,Migrants Organise,,It is right that the Govt has said everyone - regardless of immigration status - will have access to the coronavirus #vaccine. But the reality for migrants is very different. It will take more than a statement to undo years of the #HostileEnvironment.,en,[],['https://www.theguardian.com/world/2021/jan/22/foreign-nhs-workers-risk-being-denied-covid-vaccine-england?__twitter_impression=true'],[],0.0,7.0,15.0,"['vaccine', 'hostileenvironment']",[],https://twitter.com/migrantsorg/status/1353692239877255170,False,,0.0,,,,,,,,[],,,,,NEGATIVE
11115,11813,28984,28984,40352,1350100027671257091,1350100027671257091,2021-01-15 20:48:24,2021-01-15,20:48:24,530,2263818196,drnaomiholmes,Dr Naomi Holmes,,Most important appointment in my diary this week. Help my 86 year old neighbour to get their #COVID #vaccine,en,[],[],"['https://pbs.twimg.com/media/EryE0EoXYAIoxO5.jpg', 'https://pbs.twimg.com/media/EryE0F2XUAAL3b3.jpg']",2.0,0.0,17.0,"['covid', 'vaccine']",[],https://twitter.com/DrNaomiHolmes/status/1350100027671257091,False,,1.0,https://pbs.twimg.com/media/EryE0EoXYAIoxO5.jpg,,,,,,,[],,,,,NEGATIVE
11828,12567,29738,29738,41397,1348669820406034437,1348669820406034437,2021-01-11 22:05:16,2021-01-11,22:05:16,530,351347712,mojos55,Maureen Fitzsimmons,,People have isolted for months &amp; months .. Now asked to go out on a bus or train to a #Vaccine center miles away !!!!!!,en,[],[],[],0.0,5.0,13.0,['vaccine'],[],https://twitter.com/mojos55/status/1348669820406034437,False,https://twitter.com/PeterStefanovi2/status/1348631682514104320,0.0,,,,,,,,[],,,,,NEGATIVE
6702,7123,24294,24294,34350,1359995663048704000,1359995663048704000,2021-02-12 04:10:08,2021-02-12,04:10:08,530,1143233165215051778,news12,News 12 New York,,GOOD NEWS: The man featured in one of our stories last week has received his #COVID19 #vaccine thanks to a #Shoprite worker who saw the story and asked his bosses if he could make a house call <EMOJI:growing_heart> READ:,en,[],['https://bit.ly/3cYSRNE'],[],5.0,14.0,75.0,"['covid19', 'vaccine', 'shoprite']",[],https://twitter.com/News12/status/1359995663048704000,False,,1.0,https://pbs.twimg.com/amplify_video_thumb/1359991012312174611/img/XiuteXVR9WsLyRz-.jpg,,,,,,,[],,,,,NEGATIVE
251,269,17440,17440,25432,1376542411313328134,1376542411313328134,2021-03-29 20:01:00,2021-03-29,20:01:00,530,15232635,kvue,KVUE News,,Service workers in the #Austin area say they don't feel safe. Some haven't been able to get the #COVID-19 #vaccine and they feel they haven't been prioritized during the rollout process,en,[],['https://www.kvue.com/article/news/local/covid-vaccine-austin-restaurant-workers-prioritized/269-ce477e13-7325-4290-ab07-5da21e3236d3'],[],5.0,3.0,27.0,"['austin', 'covid', 'vaccine']",[],https://twitter.com/KVUE/status/1376542411313328134,False,,0.0,,,,,,,,[],,,,,NEGATIVE
8145,8666,25837,25837,36314,1356369724406341632,1356369724406341632,2021-02-02 04:01:57,2021-02-02,04:01:57,530,1674093146,asmbillquirk,Bill Quirk,,"I got my first dose of the #COVID19 vaccine last wk <USER> Felt sore for a few days but thankful. Between masks, social distancing and the #vaccine, Im doing all I can to #EndThePandemic",en,"[{'screen_name': 'hallerspharmacy', 'name': ""haller's pharmacy"", 'id': '2811846300'}]",[],['https://pbs.twimg.com/media/EtLLEyqUYAADuV3.jpg'],3.0,7.0,121.0,"['covid19', 'vaccine', 'endthepandemic']",[],https://twitter.com/AsmBillQuirk/status/1356369724406341632,False,,1.0,https://pbs.twimg.com/media/EtLLEyqUYAADuV3.jpg,,,,,,,[],,,,,NEGATIVE
9982,10622,27793,27793,38752,1352390520430067714,1352390520430067714,2021-01-22 04:30:00,2021-01-22,04:30:00,530,27860681,worldbank,World Bank,,"As countries prepare to distribute any #COVID19 #vaccine, <USER> lays out who should be prioritized. #ResilientRecovery",en,"[{'screen_name': 'muhammadpate', 'name': 'muhammad ali pate', 'id': '426929295'}]",[],[],2.0,7.0,26.0,"['covid19', 'vaccine', 'resilientrecovery']",[],https://twitter.com/WorldBank/status/1352390520430067714,False,,1.0,https://pbs.twimg.com/media/EnhcfZOW8Awvf0Z.jpg,,,,,,,[],,,,,NEGATIVE
7349,7812,24983,24983,35253,1358332463718821908,1358332463718821908,2021-02-07 14:01:10,2021-02-07,14:01:10,530,955518551695220736,doctor_jef,Dr Jeff foster,,"Please stop asking us if the vaccine is safe after you heard or read something on the internet. Its v unlikely that any doctor is going to suddenly say my word youre right, the article you read on Facebook has proven us all wrong. #vaccine #Covid19UK #NHS #VaccinesWork",en,[],[],['https://pbs.twimg.com/media/EtnELSBXEAAQsRa.jpg'],3.0,1.0,13.0,"['vaccine', 'covid19uk', 'nhs', 'vaccineswork']",[],https://twitter.com/doctor_jef/status/1358332463718821908,False,,1.0,https://pbs.twimg.com/media/EtnELSBXEAAQsRa.jpg,,,,,,,[],,,,,NEGATIVE
4679,4961,22132,22132,31622,1365367851251609608,1365367851251609608,2021-02-26 23:57:17,2021-02-26,23:57:17,530,21958400,falcoretweets,falcore 🌿(he/him),,In my own Harry Potter moment - today I got my letter getting the #vaccine this Sunday. <EMOJI:folded_hands> <EMOJI:syringe>,en,[],[],['https://pbs.twimg.com/media/EvLC0ttWQAIq6yp.jpg'],1.0,0.0,10.0,['vaccine'],[],https://twitter.com/falcoretweets/status/1365367851251609608,False,,1.0,https://pbs.twimg.com/media/EvLC0ttWQAIq6yp.jpg,,,,,,,[],,,,,NEGATIVE
12966,13782,30953,30953,42967,1346103196951998466,1346103196951998466,2021-01-04 20:06:26,2021-01-04,20:06:26,530,497262990,jchatterleycnn,Julia Chatterley,,"Another one! The UK begins rollout of Oxford-AstraZeneca #COVID19 vaccine. This #vaccine is cheaper &amp; easier to transport than others - <USER>joins live from #Oxford, England with details.",en,"[{'screen_name': 'maxfostercnn', 'name': 'max foster', 'id': '155954125'}]",[],[],7.0,12.0,72.0,"['covid19', 'vaccine', 'oxford']",[],https://twitter.com/jchatterleyCNN/status/1346103196951998466,False,,1.0,https://pbs.twimg.com/media/Eq5SF0AW8AAeHdT.jpg,,,,,,,[],,,,,NEGATIVE
1957,2076,19247,19247,27867,1372215745820553218,1372215745820553218,2021-03-17 21:28:22,2021-03-17,21:28:22,530,19760382,drmicheleross,Dr. Michele Ross,,"Got the Johnson &amp; Johnson #COVID19 #vaccine yesterday. Worst headache of my life starting at 2 hrs post, 12 hrs post night sweats, body aches, fatigue. Im at 24 hrs its gotten worse. Hoping that when I wake up tomorrow Ill feel better. Otherwise worst fibro flare ever.",en,[],[],[],7.0,2.0,21.0,"['covid19', 'vaccine']",[],https://twitter.com/drmicheleross/status/1372215745820553218,False,,0.0,,,,,,,,[],,,,,NEGATIVE
2414,2562,19733,19733,28486,1371369255212617728,1371369255212617728,2021-03-15 13:24:43,2021-03-15,13:24:43,530,1249040225596211203,midletonimages,Midleton Images,,The view of the Catholic Church in Midleton from the Pontoon Walkway. <USER> <USER> <USER> #Ireland #100daysofwalking #cork #Ireland #COVID #vaccine #mondaythoughts #AstraZeneca <USER> #backtoschool,en,"[{'screen_name': 'pure_cork', 'name': 'pure cork', 'id': '903386078379462656'}, {'screen_name': 'corkbeo', 'name': 'cork beo', 'id': '1085847091010813953'}, {'screen_name': 'photoscork', 'name': 'ph😃tos of cork - pete 📷🏃\u200d♂️🇮🇪❤', 'id': '3014427674'}, {'screen_name': 'randomcorkstuff', 'name': 'random cork stuff', 'id': '2238151198'}]",[],['https://pbs.twimg.com/media/EwgVC_CXIAIDP-x.jpg'],0.0,2.0,24.0,"['ireland', '100daysofwalking', 'cork', 'ireland', 'covid', 'vaccine', 'mondaythoughts', 'astrazeneca', 'backtoschool']",[],https://twitter.com/midletonimages/status/1371369255212617728,False,,1.0,https://pbs.twimg.com/media/EwgVC_CXIAIDP-x.jpg,,,,,,,[],,,,,NEGATIVE
2540,2696,19867,19867,28667,1370849670159872001,1370849670159872001,2021-03-14 03:00:05,2021-03-14,03:00:05,530,20751449,the_hindu,The Hindu,,"The Health Ministry said on Saturday that more than 20 lakh #vaccine doses against the #coronavirus were administered across the country the previous day, the highest single-day count so far.",en,[],['https://trib.al/zkVW4t8'],[],0.0,1.0,25.0,"['vaccine', 'coronavirus']",[],https://twitter.com/the_hindu/status/1370849670159872001,False,,0.0,,,,,,,,[],,,,,NEGATIVE
8936,9519,26690,26690,37421,1354780824890204160,1354780824890204160,2021-01-28 18:48:13,2021-01-28,18:48:13,530,21213678,kerrydougherty,kerry dougherty,,"2 months since vaccines arrived &amp; <USER> says the state is working on a website and call center. WORKING ON IT? Good God, why werent we ready? #vaccine #Virginia",en,"[{'screen_name': 'ralphnortham', 'name': 'ralph northam', 'id': '331036671'}]",[],[],16.0,13.0,77.0,"['vaccine', 'virginia']",[],https://twitter.com/kerrydougherty/status/1354780824890204160,False,,0.0,,,,,,,,[],,,,,NEGATIVE
8985,9570,26741,26741,37484,1354676322463838209,1354676322463838209,2021-01-28 11:52:58,2021-01-28,11:52:58,530,55230288,ianljones98,Ian Jones,,7 predictions for what lies ahead for #healthtech in 2021 by Heather Landi v/<USER> #vaccine #AI #ML #COVID19 #IoT #BigData cc <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER>,en,"[{'screen_name': 'fiercehealth', 'name': 'fiercehealth', 'id': '14435376'}, {'screen_name': 'drjdrooghaag', 'name': 'dr. ir johannes drooghaag (jd) 🛡', 'id': '3429955204'}, {'screen_name': 'nevillegaunt', 'name': 'neville gaunt 💡💡💡', 'id': '351408233'}, {'screen_name': 'betamoroney', 'name': 'tony moroney', 'id': '1175377309676781568'}, {'screen_name': 'louiscolumbus', 'name': 'louiscolumbus', 'id': '15357143'}, {'screen_name': 'frronconi', 'name': 'franco ronconi 🇮🇹', 'id': '1409726425'}, {'screen_name': 'louiseoconor', 'name': ""louise o'conor"", 'id': '43877699'}, {'screen_name': 'nicochan33', 'name': '\U0001f7e3nicolas babin', 'id': '19284888'}, {'screen_name': 'pawlowskimario', 'name': 'mario pawlowski 🇵🇱🇺🇸🇪🇺🌍⚽️', 'id': '968008274003005440'}, {'screen_name': 'fmfrancoise', 'name': 'françoise morvan', 'id': '3229980963'}]",['https://www.fiercehealthcare.com/tech/7-predictions-for-how-technology-will-shape-healthcare-2021'],[],0.0,14.0,12.0,"['healthtech', 'vaccine', 'ai', 'ml', 'covid19', 'iot', 'bigdata']",[],https://twitter.com/IanLJones98/status/1354676322463838209,False,,0.0,,,,,,,,[],,,,,NEGATIVE
11736,12473,29644,29644,41281,1348814847748706305,1348814847748706305,2021-01-12 07:41:34,2021-01-12,07:41:34,530,2318108012,globalbiosec,Global Biosecurity,,"Canada rapidly gets high efficacy #vaccine to remote, #Indigenous communities in Nunatsiavut | CBC News",en,[],['https://www.cbc.ca/news/canada/newfoundland-labrador/nl-covid-19-jan-11-labrador-vaccine-1.5868542?__vfz=medium%3Dsharebar'],[],1.0,21.0,86.0,"['vaccine', 'indigenous']",[],https://twitter.com/Globalbiosec/status/1348814847748706305,False,,0.0,,,,,,,,[],,,,,NEGATIVE
11596,12327,29498,29498,41050,1349071618014924809,1349071618014924809,2021-01-13 00:41:52,2021-01-13,00:41:52,530,2416016245,izzojulie,Julie Izzo,,Day 1 post-shot 2 #PfizerBioNTech #vaccine nothing to report except my T cells are busy bees <EMOJI:honeybee> #ThisIsOurShot #MaskUp #SocialDistancing,en,[],[],['https://pbs.twimg.com/media/Erjde0NW4AEI7f8.jpg'],1.0,4.0,24.0,"['pfizerbiontech', 'vaccine', 'thisisourshot', 'maskup', 'socialdistancing']",[],https://twitter.com/IzzoJulie/status/1349071618014924809,False,,1.0,https://pbs.twimg.com/media/Erjde0NW4AEI7f8.jpg,,,,,,,[],,,,,NEGATIVE
8669,9239,26410,26410,37070,1355188307639095302,1355188307639095302,2021-01-29 21:47:25,2021-01-29,21:47:25,530,400181671,ghmansfield,Gregory Mansfield,,#Covid-19 #Vaccine #CripTheVote Op-Ed: Why is California's age-based COVID-19 vaccine policy overlooking disabled people like me?,en,[],['https://www.latimes.com/opinion/story/2021-01-29/covid-vaccine-disabled-people-priority'],[],1.0,9.0,17.0,"['covid', 'vaccine', 'cripthevote']",[],https://twitter.com/GHMansfield/status/1355188307639095302,False,,0.0,,,,,,,,[],,,,,NEGATIVE
12013,12762,29933,29933,41647,1348130388699332610,1348130388699332610,2021-01-10 10:21:46,2021-01-10,10:21:46,530,415599621,davidepsteinmd,"David Epstein, MD, MS, FAAP",,"Day #1 after COVID19 vaccination #2 - slightly sore arm, but no other symptoms...<EMOJI:smiling_face_with_smiling_eyes><EMOJI:thumbs_up> When you are able, get the COVID19 vaccine &amp; help save lives! #pandemic #COVID19 #vaccine #CovidVaccine #VaccinesSaveLives <USER> <USER> <USER> <USER> <USER>",en,"[{'screen_name': 'drlindamd', 'name': 'linda girgis md', 'id': '1573873243'}, {'screen_name': 'nicoleb_md', 'name': 'nicole baldwin, md, faap', 'id': '851415276'}, {'screen_name': 'joyhenningsenmd', 'name': 'joy henningsen, md', 'id': '1215132481189564417'}, {'screen_name': 'drninashapiro', 'name': 'dr. nina l. shapiro', 'id': '253810773'}, {'screen_name': 'alexmmtri', 'name': 'alex m. mcdonald, md caqsm faafp', 'id': '65970675'}]",[],['https://pbs.twimg.com/tweet_video_thumb/ErWFb-NUYAEiUyt.jpg'],3.0,1.0,15.0,"['pandemic', 'covid19', 'vaccine', 'covidvaccine', 'vaccinessavelives']",[],https://twitter.com/DavidEpsteinMD/status/1348130388699332610,False,,1.0,https://pbs.twimg.com/tweet_video_thumb/ErWFb-NUYAEiUyt.jpg,,,,,,,[],,,,,NEGATIVE
10366,11027,28198,28198,39272,1351587552562716677,1351587552562716677,2021-01-19 23:19:18,2021-01-19,23:19:18,530,1194286358011039744,ilkleymedical,Ilkley & Wharfedale Medical Practice,,"Thank You to our volunteers, who this morning booked patients in for their upcoming COVID-19 vaccinations. #Ilkley #Vaccine #COVID19 #SpringsMedicalCentre",en,[],[],['https://pbs.twimg.com/media/EsHNqdkXMAENmj8.jpg'],0.0,5.0,33.0,"['ilkley', 'vaccine', 'covid19', 'springsmedicalcentre']",[],https://twitter.com/IlkleyMedical/status/1351587552562716677,False,,1.0,https://pbs.twimg.com/media/EsHNqdkXMAENmj8.jpg,,,,,,,[],,,,,NEGATIVE
7059,7506,24677,24677,34861,1359083793483780096,1359083793483780096,2021-02-09 15:46:41,2021-02-09,15:46:41,530,21082756,en_germany,All about Germany | deutschland.de,,The vaccine from <USER> and <USER> is effective against the variants that first appeared in Great Britain and South Africa. This is the conclusion of a laboratory study that has now also been reviewed by external experts. #NewsDE #Germany #vaccine,en,"[{'screen_name': 'biontech_group', 'name': 'biontech se', 'id': '1060984350995550208'}, {'screen_name': 'pfizer', 'name': 'pfizer inc.', 'id': '56488059'}]",[],[],3.0,15.0,59.0,"['newsde', 'germany', 'vaccine']",[],https://twitter.com/en_germany/status/1359083793483780096,False,,1.0,https://pbs.twimg.com/media/EtxvgUwXcAAvskE.png,,,,,,,[],,,,,NEGATIVE
13240,14073,31244,31244,43404,1345487795930890240,1345487795930890240,2021-01-03 03:21:03,2021-01-03,03:21:03,530,14513611,crooksandliars,Crooks and Liars,,Fox &amp; Friends blames the states for Trump's botched vaccine rollout. Because nothing is ever Dear Leader's fault. #FoxandFriends #Trump #Vaccine #COVID19 #MarcSiegel #WillCain #JedediaBila #NewYork,en,[],['http://dlvr.it/RpnkJR'],[],9.0,31.0,74.0,"['foxandfriends', 'trump', 'vaccine', 'covid19', 'marcsiegel', 'willcain', 'jedediabila', 'newyork']",[],https://twitter.com/crooksandliars/status/1345487795930890240,False,,0.0,,,,,,,,[],,,,,NEGATIVE
9898,10535,27706,27706,38633,1352604447491420163,1352604447491420163,2021-01-22 18:40:05,2021-01-22,18:40:05,530,20751449,the_hindu,The Hindu,,Bangladesh Prime Minister Sheikh Hasina has thanked her Indian counterpart #NarendraModi for sending over two million doses of COVID-19 #vaccine as a gift to Bangladesh.,en,[],['https://trib.al/TwaXQRV'],[],2.0,8.0,117.0,"['narendramodi', 'vaccine']",[],https://twitter.com/the_hindu/status/1352604447491420163,False,,0.0,,,,,,,,[],,,,,NEGATIVE
2668,2830,20001,20001,28844,1370455512735752192,1370455512735752192,2021-03-13 00:53:50,2021-03-13,00:53:50,530,425740470,nataschacadle,Natascha Cadle,,Who wouldve thought a year ago this would be considered as a good night out! <EMOJI:raising_hands><EMOJI:medium-light_skin_tone> #vaccine #COVID19 #fridaynight #outout,en,[],[],['https://pbs.twimg.com/media/EwTWBZjWUAEe2Yp.jpg'],1.0,0.0,25.0,"['vaccine', 'covid19', 'fridaynight', 'outout']",[],https://twitter.com/NataschaCadle/status/1370455512735752192,False,,1.0,https://pbs.twimg.com/media/EwTWBZjWUAEe2Yp.jpg,,,,,,,[],,,,,NEGATIVE
2909,3086,20257,20257,29155,1370012853244137481,1370012853244137481,2021-03-11 19:34:52,2021-03-11,19:34:52,530,20862545,chrisfearne,Chris Fearne,,Good news on the Covid #vaccine rollout front: Johnson &amp; Johnson vaccine just authorized for use in the #EU by the European Medicines Agency,en,[],[],[],6.0,32.0,121.0,"['vaccine', 'eu']",[],https://twitter.com/chrisfearne/status/1370012853244137481,False,,0.0,,,,,,,,[],,,,,NEGATIVE
9278,9881,27052,27052,37846,1354085788594614277,1354085788594614277,2021-01-26 20:46:24,2021-01-26,20:46:24,530,37660122,elibosnick,Eli Bosnick,,First dose of the #fauciouchie So far the only side effect is a tremendous feeling of relief! #vaccine #vaccinessavelivess,en,[],['https://www.instagram.com/p/CKg0yRYAkNH/?igshid=o1py7czol3t8'],[],6.0,2.0,71.0,"['fauciouchie', 'vaccine', 'vaccinessavelivess']",[],https://twitter.com/elibosnick/status/1354085788594614277,False,,0.0,,,,,,,,[],,,,,NEGATIVE
10143,10790,27961,27961,38979,1352152774507720707,1352037715706073088,2021-01-21 12:45:17,2021-01-21,12:45:17,530,827119753537937408,rosewind2007,Rosewind,,<USER> <USER> Could <USER> <USER> please look at this situation. This is targeted harassment of a particularly vile and unpleasant nature. People trying to use a tragedy to further their malignant ideology. This NEEDS to be addressed. #vaccine #antivaxxers #antivax #antivaxx,en,"[{'screen_name': 'twitter', 'name': 'twitter', 'id': '783214'}, {'screen_name': 'twittersafety', 'name': 'twitter safety', 'id': '95731075'}]",[],[],3.0,9.0,19.0,"['vaccine', 'antivaxxers', 'antivax', 'antivaxx']",[],https://twitter.com/Rosewind2007/status/1352152774507720707,False,,0.0,,,,,,,,"[{'screen_name': 'AdelaEdithDarcy', 'name': '𝓵𝓪𝓭𝔂 𝓐.𝓣 𝓢𝓶𝓲𝓽𝓱', 'id': '2426965976'}, {'screen_name': 'Charbrevolution', 'name': 'Char', 'id': '3655550867'}]",,,,,NEGATIVE
6347,6743,23914,23914,33878,1361053489212882949,1361053489212882949,2021-02-15 02:13:33,2021-02-15,02:13:33,530,138168339,vabvox,Victoria Brownworth,,Revised headline: Bill Gates' daughter refutes #QAnon and #antivax conspiracy theory about #COVID19 #vaccine in Instagram post,en,[],['https://nypost.com/2021/02/13/bill-gates-daughter-jokes-about-getting-covid-19-vaccine/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons'],[],3.0,18.0,90.0,"['qanon', 'antivax', 'covid19', 'vaccine']",[],https://twitter.com/VABVOX/status/1361053489212882949,False,,0.0,,,,,,,,[],,,,,NEGATIVE
9539,10159,27330,27330,38180,1353422519848427521,1353422519848427521,2021-01-25 00:50:48,2021-01-25,00:50:48,530,905848950858555392,leon_metlay,Leon Metlay,,A scary but neat article in <USER> 2021; 384 (1): 84. 2 cases of #Pedipath lung tumors- maternal #CervicalCancer acquired transvaginally. Wow. This also means that #HPV #vaccine can protect not only your children but your grandchildren from cancer.,en,"[{'screen_name': 'nejm', 'name': 'nejm', 'id': '25950355'}]",[],[],0.0,4.0,11.0,"['pedipath', 'cervicalcancer', 'hpv', 'vaccine']",[],https://twitter.com/leon_metlay/status/1353422519848427521,False,,0.0,,,,,,,,[],,,,,NEGATIVE
